"Financial Year","ClientFileId","Name","ABN","ACN","Address Line 1","Address Line 2","Suburb","State","Postcode","Lodged on behalf of","Total Expenditure","1*","2*","3*","4*","5*","Total Gifts Received"
"2011-12","19171","National Union of Workers - National Office","","","PO Box 343","","NORTH MELBOURNE","VIC","3051","","0","0","0","0","0","0","0"
"2011-12","18764","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union","95 571 805 442","","Level 7, 321 Pitt Street","","SYDNEY","NSW","2000","","12059","0","12059","0","0","0","0"
"2011-12","18417","Queensland Resources Council","","","Level 13","133 Mary Street","BRISBANE","QLD","4000","","29591","0","29591","0","0","0","0"
"2011-12","16043","Registered Clubs Association of NSW (t/as ClubsNSW)","61 724 302 100","","Level 8, 51 Druitt Street","","SYDNEY","NSW","2000","","3478581","0","695449","2477376","305756","0","2434823"
"2011-12","19799","Sanofi-Aventis Australia Pty Ltd","31 008 558 807","076 651 959","Locked Bag 2227","","NORTH RYDE BC","NSW","1670","","0","0","0","0","0","0","0"
"2011-12","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","PO Box 2211","","DANGAR","NSW","2309","","0","0","0","0","0","0","0"
"2011-12","20019","Shop Distributive & Allied Employees Association - VIC Branch","","","65 Southbank Boulevard","","SOUTHBANK","VIC","3006","","0","0","0","0","0","0","0"
"2011-12","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","PO Box K230","","HAYMARKET","NSW","1240","","0","0","0","0","0","0","0"
"2011-12","20031","Shop Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","5th Floor, 25 Barrack Street","","PERTH","WA","6000","","0","0","0","0","0","0","0"
"2011-12","18778","Shop Distributive and Allied Employees Association (QLD Branch)","99 903 328 518","","PO Box 490","","SPRING HILL","QLD","4004","","0","0","0","0","0","0","0"
"2011-12","21861","The Climate Institute","26 116 713 592","116 713 592","Level 15, 179 Elizabeth St","","Sydney","NSW","2000","","0","0","0","0","0","0","0"
"2011-12","19898","The Food Preservers' Union of Western Australia Union of Workers","77 930 063 279","","5th Floor,","25 Barrack Street","PERTH","WA","6000","","0","0","0","0","0","0","0"
"2011-12","20623","The Wilderness Society Limited","18 611 229 086","611 229 086","132 Davey Street","","HOBART","TAS","7000","","32943","0","32943","0","0","0","0"
"2011-12","19917","Transport Workers Union of Australia SA/NT Branch","31 199 452 868","","PO Box 137","","WELLAND","SA","5007","","0","0","0","0","0","0","0"
"2011-12","19902","Transport Workers Union of New South Wales","77710588395","","PO Box 54","","MINCHINBURY","NSW","2770","","0","0","0","0","0","0","0"
"2011-12","18834","United Workers Union","52728088684","","Locked Bag 9","","HAYMARKET","NSW","1240","","214099","126004","83595","0","4500","0","0"
"2011-12","19735","Western Australian Prison Officers' Union of Workers","98518622745","","63 Railway Parade","","MT LAWLEY","WA","6050","","0","0","0","0","0","0","0"
"2010-2011","28800","Alliance of Australian Retailers Pty Ltd","74 145 378 589","145 378 589","14 Ross Street","","NORTH PARRAMATTA","NSW","2151","","9162640","0","6275645","2196062","690933","0","9164640"
"2010-2011","28665","Association of Mining and Exploration Companies","33 362 864 696","","PO Box 948","","WEST PERTH","WA","6872","","2259443","0","387286","1856683","0","15474","525000"
"2010-2011","15605","Australian Christian Lobby","40 075 120 517","075 120 517","4 Campion Street","","DEAKIN","ACT","2600","","142768","0","0","0","2500","140268","143636"
"2010-2011","20499","Australian Conservation Foundation Incorporated","22007498482","","Level 1,","60 Leicester Street","CARLTON","VIC","3053","","242426","0","88000","31358","33172","89896","0"
"2010-2011","19364","Australian Council of Trade Unions","67175982800","","Level 6, 365 Queen Street","","MELBOURNE","VIC","3000","","6512428","111628","279068","5692182","376404","53146","2175502"
"2010-2011","30314","Australian Education Union ","16006296647","","120 Clarendon Street","","SOUTHBANK","VIC","3006","","1729981","0","20639","1624862","84480","0","0"
"2010-2011","19028","Australian Federated Union of Locomotive Employees","60694355298","","41 Peel Street","","SOUTH BRISBANE","QLD","4101","","0","0","0","0","0","0","0"
"2010-2011","28918","Australian Municipal Administrative Clerical and Services Union ","28519971998","","Ground Floor 116 Queensberry Street","","CARLTON SOUTH","VIC","3053","","141107","3983","3088","0","0","134036","0"
"2010-2011","18736","Australian Rail Tram and Bus Industry Union New South Wales Branch","55 090 785 801","","Level 4, 321 Pitt Street","","SYDNEY","NSW","2000","","65927","0","0","0","0","65927","0"
"2010-2011","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","PO Box 160","","GRANVILLE","NSW","2142","","82161","0","60675","11735","9751","0","0"
"2010-2011","28833","BERWICK RANGES 500 CLUB","","","P O BOX 280","","NARR WARREN","VIC","3805","","127500","127500","0","0","0","0","0"
"2010-2011","18748","CEPU - Electrical Division QLD & NT ","80450640455","","PO Box 3520","","SOUTH BRISBANE","QLD","4101","","0","0","0","0","0","0","0"
"2010-2011","20652","CEPU Plumbing Division Queensland Branch","51 918 867 235","","PO Box 3596","","SOUTH BRISBANE","QLD","4101","","0","0","0","0","0","0","0"
"2010-2011","14311","CFMEU - Construction & General Division, National Office","46243168565","","PO Box Q235","QVB Post Office","SYDNEY","NSW","1230","","50842","15805","32113","2924","0","0","0"
"2010-2011","18756","Electrical Trades Union of Australia NSW Branch","24 379 005 569","","Level 5/370 Pitt Street","","SYDNEY","NSW","2000","","25836","0","25836","0","0","0","0"
"2010-2011","18760","Electrical Trades Union of Employees Queensland","71584779039","","PO Box 3520","","SOUTH BRISBANE","QLD","4101","","0","0","0","0","0","0","0"
"2010-2011","1081","EMILY's List Australia","90077932775","","Level 2, Queen Victoria Women's Centre","210 Lonsdale Street","MELBOURNE","VIC","3000","","25290","7128","10828","0","7334","0","0"
"2010-2011","30343","GetUp Limited","99114027986","114 027 986","Level 1, 64-76 Kippax Street","","SURRY HILLS","NSW","2010","","5054795","0","699265","1550617","28680","2776233","1215000"
"2010-2011","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","Level 2","33 Mountain Street","ULTIMO","NSW","2007","","51931","51931","0","0","0","0","0"
"2010-2011","22730","Health Services Union - National Office","68 243 768 561","","Suite 46, 255 Drummond Street","","CARLTON","VIC","3053","","79700","0","0","0","0","79700","0"
"2010-2011","28787","Imperial Tobacco Australia","46088148681","088 148 681","4-8 Inglewood Place","","BAULKHAM HILLS","NSW","2153","","4257134","0","1499347","2731817","0","25970","0"
"2010-2011","20280","Media Entertainment & Arts Alliance","84054775598","","PO Box 723","","STRAWBERRY HILLS","NSW","2012","","313529","17090","296439","0","0","0","0"
"2010-2011","27919","Minerals Council of Australia","21 191 309 229","008 455 141","PO Box 4497","","KINGSTON","ACT","2604","","3997959","0","699267","3298692","0","0","0"
"2010-2011","29555","National Civic Council","19622993989","","PO Box 251","","BALWYN","VIC","3103","","44015","0","44015","0","0","0","0"
"2010-2011","19171","National Union of Workers - National Office","","","PO Box 343","","NORTH MELBOURNE","VIC","3051","","19616","0","0","0","19616","0","0"
"2010-2011","18764","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union","95 571 805 442","","Level 7, 321 Pitt Street","","SYDNEY","NSW","2000","","13505","0","13505","0","0","0","0"
"2010-2011","20511","New South Wales Nurses and Midwives' Association","63 398 164 405","","50 O'Dea Avenue","","WATERLOO","NSW","2017","","1676258","0","17907","1587796","12100","58455","418121"
"2010-2011","10094","Philip Morris Limited","65004694428","","Level 5,30 Convention Centre Place","","SOUTH WHARF","VIC","3006","","490000","0","0","0","0","490000","0"
"2010-2011","29785","Public Service Association of New South Wales","83 717 214 309","","GPO Box 3365","","SYDNEY","NSW","2001","","55333","30452","0","0","0","24881","0"
"2010-2011","5310","Queensland Council of Unions (QCU)","43 109 318 638","","Level 5","16 Peel Street","SOUTH BRISBANE","QLD","4101","","55877","0","22415","32442","1020","0","0"
"2010-2011","19072","Queensland Nurses Union of Employees","84382908052","","GPO Box 1289","","BRISBANE","QLD","4001","","412821","16091","11730","385000","0","0","0"
"2010-2011","16043","Registered Clubs Association of NSW (t/as ClubsNSW)","61 724 302 100","","Level 8, 51 Druitt Street","","SYDNEY","NSW","2000","","948701","0","249609","514224","184868","0","216197"
"2010-2011","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","PO Box 2211","","DANGAR","NSW","2309","","23659","0","23659","0","0","0","0"
"2010-2011","20019","Shop Distributive & Allied Employees Association - VIC Branch","","","65 Southbank Boulevard","","SOUTHBANK","VIC","3006","","49162","28955","0","0","20207","0","0"
"2010-2011","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","PO Box K230","","HAYMARKET","NSW","1240","","0","0","0","0","0","0","0"
"2010-2011","18778","Shop Distributive and Allied Employees Association (QLD Branch)","99 903 328 518","","PO Box 490","","SPRING HILL","QLD","4004","","17653","0","0","0","17653","0","0"
"2010-2011","21861","The Climate Institute","26 116 713 592","116 713 592","Level 15, 179 Elizabeth St","","Sydney","NSW","2000","","237895","55446","61942","101473","19034","0","0"
"2010-2011","20623","The Wilderness Society Limited","18 611 229 086","611 229 086","132 Davey Street","","HOBART","TAS","7000","","15245","1992","13253","0","0","0","0"
"2010-2011","19917","Transport Workers Union of Australia SA/NT Branch","31 199 452 868","","PO Box 137","","WELLAND","SA","5007","","27452","0","27452","0","0","0","0"
"2010-2011","19902","Transport Workers Union of New South Wales","77710588395","","PO Box 54","","MINCHINBURY","NSW","2770","","0","0","0","0","0","0","0"
"2010-2011","20161","Unions NSW","43 132 138 531","","Level 3 4-10 Goulburn Street","","SYDNEY","NSW","2000","","225931","0","152167","73764","0","0","0"
"2010-2011","18834","United Workers Union","52728088684","","Locked Bag 9","","HAYMARKET","NSW","1240","","657359","308723","105153","50625","86876","105982","0"
"2010-2011","29215","World Wide Fund for Nature Australia","57001594074","001 594 074","GPO Box 528","","SYDNEY","NSW","2001","","214697","0","20936","0","48867","144894","0"
"2009-2010","28665","Association of Mining and Exploration Companies","33 362 864 696","","PO Box 948","","WEST PERTH","WA","6872","","273996","0","14175","257921","0","1900","1785000"
"2009-2010","15605","Australian Christian Lobby","40 075 120 517","075 120 517","4 Campion Street","","DEAKIN","ACT","2600","","78441","0","0","0","0","78441","0"
"2009-2010","20499","Australian Conservation Foundation Incorporated","22007498482","","Level 1,","60 Leicester Street","CARLTON","VIC","3053","","21702","0","7135","0","14567","0","0"
"2009-2010","19364","Australian Council of Trade Unions","67175982800","","Level 6, 365 Queen Street","","MELBOURNE","VIC","3000","","2117586","1151168","209054","44030","547304","166030","214914"
"2009-2010","30314","Australian Education Union ","16006296647","","120 Clarendon Street","","SOUTHBANK","VIC","3006","","78545","0","23041","0","55504","0","0"
"2009-2010","19028","Australian Federated Union of Locomotive Employees","60694355298","","41 Peel Street","","SOUTH BRISBANE","QLD","4101","","0","0","0","0","0","0","0"
"2009-2010","18736","Australian Rail Tram and Bus Industry Union New South Wales Branch","55 090 785 801","","Level 4, 321 Pitt Street","","SYDNEY","NSW","2000","","66360","0","0","0","0","66360","0"
"2009-2010","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","PO Box 160","","GRANVILLE","NSW","2142","","24637","0","24637","0","0","0","0"
"2009-2010","18056","BHP Billiton Limited","","","180 Lonsdale Street","","MELBOURNE","VIC","3000","","4210755","0","4126790","0","83965","0","0"
"2009-2010","18748","CEPU - Electrical Division QLD & NT ","80450640455","","PO Box 3520","","SOUTH BRISBANE","QLD","4101","","0","0","0","0","0","0","0"
"2009-2010","14311","CFMEU - Construction & General Division, National Office","46243168565","","PO Box Q235","QVB Post Office","SYDNEY","NSW","1230","","89749","0","29539","0","0","60210","0"
"2009-2010","29769","CFMEU Mining & Energy Division - National Office","18 128 983 744","","PO Box Q1641","","SYDNEY","NSW","1230","","0","0","0","0","0","0","0"
"2009-2010","18760","Electrical Trades Union of Employees Queensland","71584779039","","PO Box 3520","","SOUTH BRISBANE","QLD","4101","","0","0","0","0","0","0","0"
"2009-2010","1081","EMILY's List Australia","90077932775","","Level 2, Queen Victoria Women's Centre","210 Lonsdale Street","MELBOURNE","VIC","3000","","15773","378","785","0","14610","0","12000"
"2009-2010","28643","Galaxy Research","81 108 247 767","108 247 767","PO Box 5272","","WEST CHATSWOOD","NSW","1515","","0","0","0","0","0","0","0"
"2009-2010","30343","GetUp Limited","99114027986","114 027 986","Level 1, 64-76 Kippax Street","","SURRY HILLS","NSW","2010","","1962406","0","48285","204125","27441","1682555","97000"
"2009-2010","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","Level 2","33 Mountain Street","ULTIMO","NSW","2007","","87791","81791","0","0","6000","0","0"
"2009-2010","20280","Media Entertainment & Arts Alliance","84054775598","","PO Box 723","","STRAWBERRY HILLS","NSW","2012","","127189","32055","95134","0","0","0","0"
"2009-2010","27919","Minerals Council of Australia","21 191 309 229","008 455 141","PO Box 4497","","KINGSTON","ACT","2604","","17184924","0","3136866","14048058","0","0","110000"
"2009-2010","18764","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union","95 571 805 442","","Level 7, 321 Pitt Street","","SYDNEY","NSW","2000","","18599","0","18599","0","0","0","0"
"2009-2010","18417","Queensland Resources Council","","","Level 13","133 Mary Street","BRISBANE","QLD","4000","","133153","0","133153","0","0","0","122782"
"2009-2010","20649","Queensland Teachers Union of Employees","62408519861","","PO Box 1750","","MILTON","QLD","4064","","28160","0","0","0","28160","0","0"
"2009-2010","21852","RACV Limited","","","Level 7","485 Bourke Street","MELBOURNE","VIC","3000","","0","0","0","0","0","0","0"
"2009-2010","18134","Rio Tinto Ltd","","","GPO Box 384D","","MELBOURNE","VIC","3001","","537857","0","537857","0","0","0","0"
"2009-2010","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","PO Box 2211","","DANGAR","NSW","2309","","3548","0","3353","0","0","195","0"
"2009-2010","20019","Shop Distributive & Allied Employees Association - VIC Branch","","","65 Southbank Boulevard","","SOUTHBANK","VIC","3006","","35864","27463","8401","0","0","0","0"
"2009-2010","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","PO Box K230","","HAYMARKET","NSW","1240","","0","0","0","0","0","0","0"
"2009-2010","20031","Shop Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","5th Floor, 25 Barrack Street","","PERTH","WA","6000","","0","0","0","0","0","0","0"
"2009-2010","21861","The Climate Institute","26 116 713 592","116 713 592","Level 15, 179 Elizabeth St","","Sydney","NSW","2000","","134425","0","0","134425","0","0","1000"
"2009-2010","20623","The Wilderness Society Limited","18 611 229 086","611 229 086","132 Davey Street","","HOBART","TAS","7000","","67981","0","0","11093","0","56888","0"
"2009-2010","19900","Transport Workers Union of Australia - Federal Council","18559030246","","Level 2, 388-390 Sussex St","","SYDNEY SOUTH","NSW","2000","","313414","0","313414","0","0","0","0"
"2009-2010","19917","Transport Workers Union of Australia SA/NT Branch","31 199 452 868","","PO Box 137","","WELLAND","SA","5007","","18491","0","18491","0","0","0","0"
"2009-2010","19902","Transport Workers Union of New South Wales","77710588395","","PO Box 54","","MINCHINBURY","NSW","2770","","0","0","0","0","0","0","0"
"2009-2010","20161","Unions NSW","43 132 138 531","","Level 3 4-10 Goulburn Street","","SYDNEY","NSW","2000","","0","0","0","0","0","0","0"
"2009-2010","18834","United Workers Union","52728088684","","Locked Bag 9","","HAYMARKET","NSW","1240","","313016","196621","90732","0","25663","0","0"
"2008-2009","21900","Aged Care Assoc. Australia - SA Inc.","","","Unit 5, 259 Glen Osmond Road","","FREWVILLE","SA","5063","","11170","11170","0","0","0","0","0"
"2008-2009","20499","Australian Conservation Foundation Incorporated","22007498482","","Level 1,","60 Leicester Street","CARLTON","VIC","3053","","0","0","0","0","0","0","0"
"2008-2009","19364","Australian Council of Trade Unions","67175982800","","Level 6, 365 Queen Street","","MELBOURNE","VIC","3000","","2444580","1367617","71118","36452","307320","662073","3427869"
"2008-2009","30314","Australian Education Union ","16006296647","","120 Clarendon Street","","SOUTHBANK","VIC","3006","","1499260","0","77560","1234108","180180","7412","0"
"2008-2009","18736","Australian Rail Tram and Bus Industry Union New South Wales Branch","55 090 785 801","","Level 4, 321 Pitt Street","","SYDNEY","NSW","2000","","93958","0","0","0","0","93958","0"
"2008-2009","12948","Auto, Food, Metals, Engin Printing & Kindred Industry Union","","","PO Box 844","","GRANVILLE","NSW","2142","","24008","0","24008","0","0","0","0"
"2008-2009","18748","CEPU - Electrical Division QLD & NT ","80450640455","","PO Box 3520","","SOUTH BRISBANE","QLD","4101","","872654","25000","136560","7835","0","703259","0"
"2008-2009","20502","CFMEU","","","PO Box 6681","","EAST PERTH","WA","6892","","20777","20777","0","0","0","0","0"
"2008-2009","29769","CFMEU Mining & Energy Division - National Office","18 128 983 744","","PO Box Q1641","","SYDNEY","NSW","1230","","0","0","0","0","0","0","0"
"2008-2009","18760","Electrical Trades Union of Employees Queensland","71584779039","","PO Box 3520","","SOUTH BRISBANE","QLD","4101","","29450","4450","0","0","0","25000","0"
"2008-2009","1081","EMILY's List Australia","90077932775","","Level 2, Queen Victoria Women's Centre","210 Lonsdale Street","MELBOURNE","VIC","3000","","0","0","0","0","0","0","0"
"2008-2009","30343","GetUp Limited","99114027986","114 027 986","Level 1, 64-76 Kippax Street","","SURRY HILLS","NSW","2010","","237183","0","143059","60929","17100","16095","137500"
"2008-2009","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","Level 2","33 Mountain Street","ULTIMO","NSW","2007","","53714","46644","0","0","7070","0","0"
"2008-2009","22730","Health Services Union - National Office","68 243 768 561","","Suite 46, 255 Drummond Street","","CARLTON","VIC","3053","","200000","0","200000","0","0","0","0"
"2008-2009","22293","Master Builders Association of Western Australia","83590927922","","PO Box 167","","WEST PERTH","WA","6872","","0","0","0","0","0","0","0"
"2008-2009","20280","Media Entertainment & Arts Alliance","84054775598","","PO Box 723","","STRAWBERRY HILLS","NSW","2012","","162308","2348","159960","0","0","0","0"
"2008-2009","21862","Mr Alan B Jacobs","","","32/1-7 Bent Street","","LINDFIELD","NSW","2070","","0","0","0","0","0","0","0"
"2008-2009","22299","Mr John Goldbaum","","","1703/7 Rockwall Crescent","","POTTS POINT","NSW","2011","","0","0","0","0","0","0","0"
"2008-2009","20597","National Union of Workers","","","PO Box 343","","NORTH MELBOURNE","VIC","3051","","0","0","0","0","0","0","0"
"2008-2009","18764","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union","95 571 805 442","","Level 7, 321 Pitt Street","","SYDNEY","NSW","2000","","23050","0","23050","0","0","0","0"
"2008-2009","20056","NTN Services ","62116356533","","PO Box 55","","MOOROOKA","QLD","4105","","0","0","0","0","0","0","0"
"2008-2009","19072","Queensland Nurses Union of Employees","84382908052","","GPO Box 1289","","BRISBANE","QLD","4001","","341529","0","79506","262023","0","0","0"
"2008-2009","21852","RACV Limited","","","Level 7","485 Bourke Street","MELBOURNE","VIC","3000","","0","0","0","0","0","0","0"
"2008-2009","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","PO Box 2211","","DANGAR","NSW","2309","","0","0","0","0","0","0","0"
"2008-2009","20019","Shop Distributive & Allied Employees Association - VIC Branch","","","65 Southbank Boulevard","","SOUTHBANK","VIC","3006","","0","0","0","0","0","0","0"
"2008-2009","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","PO Box K230","","HAYMARKET","NSW","1240","","0","0","0","0","0","0","0"
"2008-2009","20031","Shop Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","5th Floor, 25 Barrack Street","","PERTH","WA","6000","","0","0","0","0","0","0","0"
"2008-2009","18825","Shop, Distributive & Allied Employees' Association - National","99789302470","","Sixth Floor","53 Queen Street","MELBOURNE","VIC","3000","","0","0","0","0","0","0","0"
"2008-2009","1159","The 500 Club (WA)","55 330 219 694","","PO Box Z5303","St Georges Terrace","PERTH","WA","6831","","0","0","0","0","0","0","0"
"2008-2009","19816","The Australian Workers' Union of Employees Queensland","54 942 536 069","","GPO Box 88","","BRISBANE","QLD","4001","","0","0","0","0","0","0","0"
"2008-2009","21861","The Climate Institute","26 116 713 592","116 713 592","Level 15, 179 Elizabeth St","","Sydney","NSW","2000","","12000","0","0","0","12000","0","0"
"2008-2009","20623","The Wilderness Society Limited","18 611 229 086","611 229 086","132 Davey Street","","HOBART","TAS","7000","","32459","0","0","0","0","32459","0"
"2008-2009","19900","Transport Workers Union of Australia - Federal Council","18559030246","","Level 2, 388-390 Sussex St","","SYDNEY SOUTH","NSW","2000","","173400","0","173400","0","0","0","0"
"2008-2009","19903","Transport Workers Union of Australia - NSW Branch","24302560296","","PO Box 54","","MOUNT DRUITT","NSW","2770","","0","0","0","0","0","0","0"
"2008-2009","19902","Transport Workers Union of New South Wales","77710588395","","PO Box 54","","MINCHINBURY","NSW","2770","","143542","0","143542","0","0","0","0"
"2008-2009","20161","Unions NSW","43 132 138 531","","Level 3 4-10 Goulburn Street","","SYDNEY","NSW","2000","","0","0","0","0","0","0","0"
"2008-2009","18834","United Workers Union","52728088684","","Locked Bag 9","","HAYMARKET","NSW","1240","","291916","21888","270028","0","0","0","0"
"2008-2009","19735","Western Australian Prison Officers' Union of Workers","98518622745","","63 Railway Parade","","MT LAWLEY","WA","6050","","0","0","0","0","0","0","0"
"2007-2008","21900","Aged Care Assoc. Australia - SA Inc.","","","Unit 5, 259 Glen Osmond Road","","FREWVILLE","SA","5063","","18000","0","18000","0","0","0","0"
"2007-2008","19714","Australasian Meat Industry Employees Union - Federal Council","12 206 758 691","","Level 1","39 Lytton Road","EAST BRISBANE","QLD","4169","","145112","6490","6490","122397","0","9735","0"
"2007-2008","18830","Australasian Meat Industry Employees' Union - QLD Branch","68929349791","","Level 1","39 Lytton Road","EAST BRISBANE","QLD","4169","","41401","32240","0","0","3432","5729","0"
"2007-2008","15605","Australian Christian Lobby","40 075 120 517","075 120 517","4 Campion Street","","DEAKIN","ACT","2600","","113239","0","31716","81523","0","0","113239"
"2007-2008","20499","Australian Conservation Foundation Incorporated","22007498482","","Level 1,","60 Leicester Street","CARLTON","VIC","3053","","203731","0","39326","0","12138","152267","17000"
"2007-2008","19364","Australian Council of Trade Unions","67175982800","","Level 6, 365 Queen Street","","MELBOURNE","VIC","3000","","15834139","182731","387047","14420546","843815","0","14364300"
"2007-2008","30314","Australian Education Union ","16006296647","","120 Clarendon Street","","SOUTHBANK","VIC","3006","","1125345","0","21951","840934","260435","2025","0"
"2007-2008","20243","Australian Municipal Administrative Clerical and Services Union ","","","Ground Floor,  116-124 Queensberry Street","","CARLTON SOUTH","VIC","3053","","1304388","0","32722","0","21440","1250226","0"
"2007-2008","18736","Australian Rail Tram and Bus Industry Union New South Wales Branch","55 090 785 801","","Level 4, 321 Pitt Street","","SYDNEY","NSW","2000","","240974","0","0","0","0","240974","0"
"2007-2008","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","PO Box 160","","GRANVILLE","NSW","2142","","277288","77848","42109","0","50281","107050","0"
"2007-2008","22285","Batten Management Services","","","GPO Box 512","","SYDNEY","NSW","2001","","68885","0","68885","0","0","0","0"
"2007-2008","1965","Business Council of Australia","","","GPO Box 1472","","MELBOURNE","VIC","3001","","2305645","0","194804","2110841","0","0","0"
"2007-2008","18748","CEPU - Electrical Division QLD & NT ","80450640455","","PO Box 3520","","SOUTH BRISBANE","QLD","4101","","1049000","416000","62000","265000","38000","268000","0"
"2007-2008","20502","CFMEU","","","PO Box 6681","","EAST PERTH","WA","6892","","104028","67974","36054","0","0","0","0"
"2007-2008","14311","CFMEU - Construction & General Division, National Office","46243168565","","PO Box Q235","QVB Post Office","SYDNEY","NSW","1230","","62686","0","28125","0","0","34561","0"
"2007-2008","21332","CFMEU - Mining Division (Nth NSW District)","80814987748","","PO Box 364","","CESSNOCK","NSW","2325","","50907","0","42298","0","0","8609","0"
"2007-2008","29769","CFMEU Mining & Energy Division - National Office","18 128 983 744","","PO Box Q1641","","SYDNEY","NSW","1230","","152729","0","0","0","12320","140409","0"
"2007-2008","1140","Cormack Foundation Pty Ltd","31006935119","","25 St James Park Drive","","BRIGHTON","VIC","3186","","22000","0","0","0","22000","0","0"
"2007-2008","11288","Delta Hydraulics Pty Ltd","14 009 567 186","009 567 186","PO Box 20","","DEVONPORT","TAS","7310","","35450","13250","0","0","0","22200","0"
"2007-2008","21931","Developmental Disability Council of WA (Inc)","","","City West Lotteries House 2 Delhi Street","","WEST PERTH","WA","6005","","0","0","0","0","0","0","0"
"2007-2008","18760","Electrical Trades Union of Employees Queensland","71584779039","","PO Box 3520","","SOUTH BRISBANE","QLD","4101","","398000","163000","0","0","0","235000","0"
"2007-2008","7909","Emily's List (Australia)","","","Level 2, Queen Victoria Women's Centre","210 Lonsdale Street","MELBOURNE","VIC","3000","","35066","637","0","0","34429","0","0"
"2007-2008","19156","Finance Sector Union of Australia ","","","National Office","341 Queen Street","MELBOURNE","VIC","3000","","92422","0","0","0","51562","40860","0"
"2007-2008","21855","Focus on Australia Foundation","","","46 Glenview Road","","UPPER COOMERA","QLD","4209","","1000110","0","400938","599172","0","0","0"
"2007-2008","13122","Forward Brisbane Leadership","44518408042","","PO Box 940","","SPRING HILL","QLD","4004","","1982065","276782","794090","858706","52487","0","0"
"2007-2008","30343","GetUp Limited","99114027986","114 027 986","Level 1, 64-76 Kippax Street","","SURRY HILLS","NSW","2010","","1277010","0","310748","258041","33562","674659","371947"
"2007-2008","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","Level 2","33 Mountain Street","ULTIMO","NSW","2007","","73416","39946","0","0","0","33470","30000"
"2007-2008","13849","Gunns Limited","","","PO Box 572","","LAUNCESTON","TAS","7250","","524965","0","345364","179601","0","0","0"
"2007-2008","22730","Health Services Union - National Office","68 243 768 561","","Suite 46, 255 Drummond Street","","CARLTON","VIC","3053","","586673","0","24850","17387","28416","516020","0"
"2007-2008","18761","HSU East","85037751682","","Locked Bag 3","","AUSTRALIA SQUARE","NSW","1215","","645412","8540","616567","20305","0","0","0"
"2007-2008","20906","Independent Education Union (South Australia) Inc.","","","213 Currie Street","","ADELAIDE","SA","5000","","23605","0","0","0","7717","15888","0"
"2007-2008","22195","Lend Lease Corporation Limited","","","Locked Bag 1","","MILLERS POINT","NSW","2000","","0","0","0","0","0","0","0"
"2007-2008","21903","LHMU - National, QLD, NSW, VIC, ACT, SA, TAS, & NT Branches","","","Locked Bag 9","","HAYMARKET","NSW","1240","","826961","240006","4979","6109","47818","528049","0"
"2007-2008","13538","Master Builders Association of Victoria","","","GPO Box 544","","MELBOURNE ","VIC","3001","","133465","0","79597","50322","0","3546","0"
"2007-2008","22293","Master Builders Association of Western Australia","83590927922","","PO Box 167","","WEST PERTH","WA","6872","","0","0","0","0","0","0","0"
"2007-2008","20280","Media Entertainment & Arts Alliance","84054775598","","PO Box 723","","STRAWBERRY HILLS","NSW","2012","","188195","55106","0","0","0","133089","0"
"2007-2008","22260","Mr Adrian Ross Coward","","","PO Box 309","","WYNYARD","TAS","7325","","0","0","0","0","0","0","0"
"2007-2008","21862","Mr Alan B Jacobs","","","32/1-7 Bent Street","","LINDFIELD","NSW","2070","","30913","0","0","0","0","30913","0"
"2007-2008","21902","Mr Bill McHaig","","","13 Oxford Street","","MALVERN","VIC","3144","","200000","0","200000","0","0","0","0"
"2007-2008","21888","Mr David Hoist","","","26 Whistler Avenue","","UNLILY PARK","SA","5061","","15000","15000","0","0","0","0","0"
"2007-2008","22299","Mr John Goldbaum","","","1703/7 Rockwall Crescent","","POTTS POINT","NSW","2011","","0","0","0","0","0","0","0"
