"Event","Return Type (Candidate/Senate Group)","Name","Total Electoral Expenditure","Broadcasting Cost","Publishing Cost","Display Ad Cost","Direct Mailing","Campaign Material Costs","Opinion Polls"
"1996 Federal Election","Candidate","Devereux, Michael David ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dhanji-Ayyar, Jacqueline","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dickins, Michael Francis","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dickson, Alan Lindsay","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dik, Otto","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dillon, David Graham Markwell","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dimitriou, Stephen ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dimo, Jim","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dimond, Vicki Lynette","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Disney, Simon","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dodd, Christine Majella","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dodd, Peter George","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dondas, Nicholas Manuel","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Donovan, Fay","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Doric, Catherine Elizabeth","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Doric, Stephen Nicholas","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dorney, Dennis Ralph","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Douglas, William Arthur","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Downer, Alexander J G","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Downing, Luke Stephen ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Drake, Tony ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Draper, Patricia","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Droulers, Julien Paul ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Duckett, Anthony Malcolm ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dudgeon, Rachel Anitra","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dun, Jenny Anne","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Duncan, Darelle Gay","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Duncan, Peter","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Dwyer, David Brian ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Eades, Bernard John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Eager, Beth","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Earnshaw, Gordon ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Easson, Mary","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Eastwood, Jenifer","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Eaton, Douglas","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Edwards, Colin","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Edwards, Lesley Anne","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Eggleston, Alan","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Eldridge, Ilana Francis","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Elix, Jane Karen","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Elliott, Robert Paul","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Ellis, Anne ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Ellis, Annette","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Ellis, Bryan Ross","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Elson, Kay","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Emanual, Kamala Jane","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Endean, Nora Betty","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Engelen, Patrick F D","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Entsch, Warren George","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Ettery, Robert John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Evans, Beryl Alice","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Evans, Gareth","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Evans, Martyn John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Evans, Richard David Conroy","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Everingham, Percy John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fahey, Antionette Grace","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fahey, John Joseph","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fardell, Raymond Anthony","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fenwick, Peter","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Ferguson, Laurie","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Ferguson, Martin John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fernandez, Anthony Gilbert","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Ferrari, James Stephen","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Ferris, Jeannie Margaret","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Filing, Paul Anthony ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Findlay-Barnes, Teresa Anne","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fischer, Timothy Andrew","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fisher, Alex Ernest","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fisher, Elizabeth Anne","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fisher, Ian Matthew Richmond","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fisher, Irene May","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fitzgerald, John Michael","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fitzgibbon, Joel Andrew","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fleigner, Gary","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fletcher, Karen ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Flynn, Michael Thomas","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Forrest, John Alexander","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Foskey, Deborah Jane","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Foster, Margot Elizabeth","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Francis, John Alexander ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Francis, Ronald Arthur","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Franich, Rodney","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Franssen, Willem","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fraser, Barbara Margaret","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fraser, Peter David","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fraser, Peter H","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Free, Ross","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Freemarijuana, John ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fremantle, Graham John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Friel, Margaret","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Fussell, Peter Nicolas Coldham","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gabriel, William James","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gago, Gail","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Galati, Anthony ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Galati, Salvatore ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Galea, Albert G","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gallagher, Michael Patrick ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gallagher, Patrick John ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Galletly, Clive Philip Arthur ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gallus, Christine Anne","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gambaro, Teresa","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gardiner, Pamela ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gash, Joanna","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gaul, Carol","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gaynor, Jeremy Peter","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gear, George","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gent, Alan Frederick ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Georgiou, Petro","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gibbs, Brenda","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gibson, Garrie David","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gilbert, Francis Anthony","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gilbey-Riley, Emily Gertrude ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gilfillan, Ian","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gilfillan, Sarah","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gillard, Julie Eileen","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gillespie-Jones, Margaret","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Giuliano, Alfie","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Glover, Leslie Bruce","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Godfrey, Lyn","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Good, Michael ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Goodale, Robert James Britton","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Goodwin, Kevin Patrick ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Grace, Elizabeth","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Grace, Ted","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Graham, Anne Catherine","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Graham, Kenneth Leslie","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Graham, Murray Fearn","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Graham, Timothy Mark","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gray, Alan Thomas ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gray-Grzeszkiewicz, Jerzy ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Grayson, Michael William","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Green, Jennifer A","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Green, Neville John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Green, Robert Neil ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Griffin, Alan Peter","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Griffin, Brendan John ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Griffith, Stephen John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Griffiths, Susan","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Grigg, Brian Terrence","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Grigg, Shirley Joan","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Grivas, Ilias","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Grummet, Richard Sydney","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Guertner, Josef","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gwin, Christopher Michael","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Gyorgy, Stephan ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hailey, Michael Keith","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hale, John Anthony","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hale, Sylvia Phyllis","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Halliday, Martha ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Halverson, Robert George","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hammond, Robert Keith","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hancock, Vicki Gwen ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hanson, Pauline Lee ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Happ, Di","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Harcourt, Pierre Maurice Grant","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hardgrave, Gary Douglas","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hargreaves, Louise","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Harlow, James","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hastie, John Robert","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hawker, David Peter Maxwell","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hay, Kerry Paul ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Haye, Richard Thomas","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Haynes, Suzi Ann","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Haynes, Thomas Paul","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Head, Robyne Leigh","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hearne, Penelope Anne","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hebbard, Leigh","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hegarty, Norman William","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Helling, Rita Mary","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hellyer, Ron","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Helper, Joe","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hemsley, John Alexander","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Henderson, John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Henzell, Marjorie Madeline","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Heraghty, Julie Ellen","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Herbert, Kim Howard","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Herron, John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hetherington, Maurice ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hetterscheid, Theodorus Henri Maria","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hicks, Colin Thomas","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hicks, Noel Jeffrey","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Higgins, Paul","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Higginson, Susan","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hilbert, Bryan ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hill, Anthony Stephen","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hill, Cheryl","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hill, Richard ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hill, Robert Murray","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hill, Warwick Halse","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hine, Douglas Peter","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hipwood, Michael John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hirsch, Carolyn","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hockey, Joseph Benedict","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hogg, John Joseph","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Holding, Allan Clyde","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Holland, Gary ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hollis, Colin Patrick","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hollis, Gregory John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Holmes, Alan","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hooper, John Phillip William ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hoppner, Helen","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Horne, Robert Hodges","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Housego, Valerie Alice","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Howard, John Winston","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Howes, David P","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Howse, David ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hughes, Brian","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hughes, Robert Clyde","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hughey, Jennifer Margaret","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hunter, Anne M","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hunter, Sally Ann","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hurley, Jade John ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Huston, Michael John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Hutchinson, John Robert","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Illert, Barry Raymond","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Ilott, Mark ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Isherwood, Craig William ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Ison, William Frederick","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Ivor, F ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Ivory, Christopher Frederick","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jackson, Donald Arthur","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jackson, Keryn","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jackson, Martin Charles","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jackson, Mary Catherina","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jackson, Peter Michael","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jackson, Zillah","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jacobs, Rebecca Ann","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jakobsen, Carolyn Jane","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","James, Christine Anne","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jeanes, Susan Barbara","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jeffreys, Elena Adriana","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jenkins, Henry Alfred","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jenkins, Margaret Mark ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jewell, Peregrine John Beverley","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jitts, Stephen","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Johns, Gary","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Johnsen, Michael Jones","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Johnson, Colin Andrew","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Johnson, Keith","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Johnson, Norman A","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Johnson, Pamela Jane","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Johnson, Robert Mansfield","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Johnston, Henrike","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Johnston, Hetty Margarette","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jones, Alistair David","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jones, Alistair Robert ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jones, Angela Lynette","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jones, Barry Owen","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jones, Dell","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jones, John Lee ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jones, Kenneth Morris ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jones, Lee James ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jonsson, Dee","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Josling, Greg","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Joy, Albert Edward","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Joyner, Rona Maud ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Judd, Ines","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Judge, Peter","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Jull, David F","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kailis, George Peter","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Karmichael, Nathaniel ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Katalinic, Aldo ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Katter, Robert Carl","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kaye, Victor Stanley","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kayes, John Robert","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Keane, Chanel","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kearney, Vicki","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Keating, Paul John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Keighley, Rosemary Anne","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kelly, De-Anne Margaret","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kelly, Dee Marie Bernadette","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kelly, Jackie","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kelly, John ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kelly, Mary Ann","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kelly, Norm","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kelly, Pamela Helen","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kember, Deborah Anne","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kemeny, Alexander Nicholas","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kemp, Charles Roderick","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kemp, David Alistair","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kemp, Paul Lyndon","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kendi, Juliana","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kendi, Robert S","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kennedy, Christopher Langford","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kennedy, Justin Daniel","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Keppel, Sharon ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kerlin, Alan David","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kernot, Cheryl","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kerr, Andrew Lawson","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kerr, Duncan","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kerr, Jim","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","King, Christopher R ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kipping, Kenneth Michael","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kirk, Kirsten Suzanne","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kirschbaum, Miko Uwe Franz","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kitson, David Andrew Lindsay","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kneipp, Anthony James ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Knoles, Catherine","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Knott, Peter John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kontelj, Stretch","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Koppelhuber, Robert","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Korovin, Nicholas Alex","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Koumantatakis, George ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kourtesis, Maria","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Krajniw, Tony","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Krason, Colleen Mary","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kraus, Heather Edith","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Krumins, Peter John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kung, Nicolle","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Kyme, William Herbert John ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Lacey, Dennis Keith","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Ladlow, Harvie William ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Lang, Emanuela","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Langmore, John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Lank, Maxwell Ronald ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Larcos, Andrew","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Larsen, Terrence ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Larter, Bruce Ian","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Latham, Mark William","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Laurie, Marjorie Elaine","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Lavarch, Michael Hugh","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Lavis, Michael David","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Lawrence, Carmen Mary","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Lawrence, Eric Claude ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Lawrence, Fay Lynette","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Lawrence, Maggie","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Lazarenko, Margaret Marino","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Lee, Michael John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Leschen, Zuvele Elena","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Leslie, John","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Leth, Christopher Harold ","0","0","0","0","0","0","0"
"1996 Federal Election","Candidate","Letters, Frances Eugenie","0","0","0","0","0","0","0"
